alpha_id,strategy,gamma,base_spread,vol_mult,vol_window,order_notional,refresh_bars,target_pct,max_inv_mult,is_sharpe_mean,is_pnl_pct_mean,is_max_dd_worst,oos_sharpe_mean,oos_pnl_pct_mean,oos_max_dd_worst,n_sym_profit_oos,avg_fills,score
AV1158,avellaneda,0.5019862307209124,0.0013493048110746887,7.5076710404390345,60,50.0,10,0.4,9.335172781693682,3.8063573291152735,0.6148768629708811,-0.543054656560871,2.3400020807112374,0.14967856634331292,-0.3383770768633076,7,368.3,7.786579795750305
AV0221,avellaneda,16.27499061557106,0.0006595207376075393,31.22777812635766,120,50.0,2,0.4,7.588397513640201,4.076907498034251,0.5526337697097442,-0.3947793910117434,2.1568162428190165,0.14421715529821993,-0.3636517239282694,7,58.1,7.783357827666995
AV3083,avellaneda,11.404524737711744,0.00029884972976195856,18.142609285817652,240,200.0,3,0.5,9.632985320480685,3.313514863908476,0.5717598670492243,-0.4336152850394865,2.651794848127474,0.2067814918174336,-0.38886891337322593,7,42.3,7.780572525372908
AV3605,avellaneda,28.07116846920796,0.0015244584505502252,34.62268743239963,60,100.0,3,0.4,10.226696859962187,3.9011726322393363,0.532330653827992,-0.360572493254931,2.260503886331895,0.1445703220852374,-0.36796527297476134,7,28.8,7.777066247909487
AV1957,avellaneda,0.8671251027534004,0.0011267649834260727,19.357064411027995,60,100.0,10,0.6,2.981757093316511,2.1363038923520077,0.24323418155253423,-0.6545039614906637,1.6655818836898575,0.07564194126342046,-0.3937628078646958,8,33.1,7.77282860219523
AV0157,avellaneda,57.73301068309063,0.0020626438639860865,44.04982842469038,480,150.0,10,0.4,4.351757537669509,3.888352752273935,0.5685170115387355,-0.3784206169315075,2.2490901923420434,0.1725420224868649,-0.3590231216583015,7,36.0,7.770858386735552
AV2452,avellaneda,49.368262700627156,0.0003812925759247659,42.735463395179444,30,150.0,10,0.6,2.886893211427202,3.4396556720098426,0.5202117443929346,-0.3871368391441138,2.5241120115618534,0.18495645552528733,-0.3496287818024212,7,37.8,7.761565896339665
AV1426,avellaneda,51.95077908875086,0.0002692217178199445,54.36292311569923,480,100.0,10,0.4,10.242985090630405,3.8863143262513717,0.5344111321949858,-0.3833263944708051,2.2312830503892154,0.14403692475751997,-0.3498863638389048,7,35.7,7.760501442700826
AV0352,avellaneda,42.01763435837558,0.0008554188240967062,40.477303536304355,60,100.0,1,0.4,8.33843249492999,3.70929197526182,0.5189838506678789,-0.38830051422592077,2.3375985061050035,0.15688836166721923,-0.3516862536202825,7,41.1,7.756156814041959
AV1125,avellaneda,11.39953586800676,0.00031871315843635836,17.78465427503334,120,50.0,1,0.4,11.579277396308493,3.9863748020924796,0.5594852339652115,-0.39470325548365504,2.1538865727442813,0.14711088185753213,-0.3566776397531794,7,98.9,7.755529610526083
AV1700,avellaneda,14.924367508148952,0.004544366403244108,21.751787323725154,480,50.0,10,0.4,7.070202830848189,3.9490423163828985,0.5491054068424801,-0.3895441032737835,2.1712839469548664,0.15221605360581636,-0.33458893400691525,7,72.9,7.75389241929261
AV3395,avellaneda,7.320710821098164,0.0014108616842972651,16.336402841621467,30,100.0,10,0.6,5.486774469208208,3.845700701570961,0.5524872538507989,-0.46254085937836864,2.240943196992704,0.14523215143397283,-0.33887882691287813,7,75.1,7.753420491617951
AV2719,avellaneda,1.4286535130522147,0.0012744948607151228,10.031189455653594,480,50.0,10,0.4,2.5141387333957157,3.525502919637165,0.5294958156640078,-0.4263780197296183,2.4521849325330427,0.1516995123581019,-0.36279906042509535,7,205.6,7.751502112894162
AV1252,avellaneda,17.085243577679684,0.001286098911859055,20.39338351096942,120,75.0,3,0.6,6.596484101650496,3.8429093021868383,0.5448921004050427,-0.38967117886799313,2.210953055881453,0.14921437379952293,-0.3355317896732777,7,64.7,7.73960690832627
AV3143,avellaneda,21.945069773023796,0.001473187483630686,19.754221293762477,240,50.0,1,0.4,3.3500485436548626,3.745644904057311,0.5214672015725154,-0.3994111724931827,2.2745604559406933,0.15619466812716928,-0.34816561398632984,7,165.0,7.7388513130015
AV2610,avellaneda,22.18131915751223,0.0015537875272055356,18.184101757138137,480,75.0,1,0.5,11.495791085755247,3.9343297375433735,0.5869390633188614,-0.4036723102828364,2.1478067107062406,0.1555505342805409,-0.35847940595118416,7,116.3,7.737747219466193
AV3543,avellaneda,11.185564169275251,0.005735934556889585,20.20797113341252,120,50.0,1,0.4,10.856697048288417,4.277397018488533,0.559859216307339,-0.40807905529376515,1.9230086640240156,0.13260909400773563,-0.36138026808486756,7,46.5,7.7374989157928935
AV3788,avellaneda,8.604299613264907,0.0030401092238436893,12.68982387133008,480,75.0,1,0.5,8.51959482392811,4.290699196561672,0.62300451154222,-0.40358603176695396,1.9066879945362296,0.14341755723634925,-0.3552696041277522,7,51.1,7.735376584841048
AV1708,avellaneda,41.08901214427058,0.0022179774206226898,32.92846113697184,240,150.0,10,0.4,3.065454853762663,3.450764527525672,0.5138134542452899,-0.3969797054793162,2.446435440399989,0.17461588503241182,-0.3648244206605341,7,38.1,7.728205112000658
AV2271,avellaneda,32.90605976516156,0.0006795441348741186,45.43371022421788,240,50.0,1,0.6,6.92348678673986,3.8831788816799104,0.5444790883341394,-0.39037077318818775,2.148581275538804,0.15649145410931484,-0.33652281192087685,7,83.6,7.724143186109927
AV0072,avellaneda,40.41808817001757,0.00024998050205353824,78.50268556495779,480,50.0,10,0.4,5.279618318457318,3.8365925479207084,0.5104097104471859,-0.4110148862589813,2.1781940747444324,0.14226041869912845,-0.3556730637130204,7,49.2,7.721205547684357
AV2068,avellaneda,8.902223942645154,0.00028581193259587614,18.330785227425427,30,75.0,10,0.6,6.80873788323645,3.7197007882733635,0.5351960839369603,-0.42025857213826384,2.2468508311398296,0.14754040627506945,-0.33792739322530907,7,109.4,7.7185206994034194
AV1551,avellaneda,12.55320143208512,0.0024265721172862537,26.190003738644744,60,50.0,2,0.5,8.715367728570955,4.131506675719893,0.5664290536844019,-0.39449637221456213,1.9745591817379746,0.14213210222731687,-0.35952163805517556,7,51.0,7.717802904392931
AV2809,avellaneda,43.62970743872795,0.0004078453344493096,46.44848689372802,30,75.0,2,0.4,8.466573093373192,3.7849527682340893,0.5128173256041809,-0.39170851068854967,2.1935084336297352,0.15247548396179808,-0.3399191997459275,7,62.0,7.714367512335796
AV3864,avellaneda,4.915374871127283,0.001905451201561319,8.596682924353338,120,75.0,3,0.4,4.720315361991625,3.548224032073487,0.5244832997367612,-0.4376102932840876,2.3505932424637463,0.15466076478586002,-0.34164895458947286,7,131.9,7.714108092638233
AV2039,avellaneda,17.54327761038385,0.00048610614472979443,29.202115375235067,240,100.0,5,0.5,8.688728261705265,4.056451775561111,0.582869704359302,-0.4003714113864589,2.0013266294027092,0.13680675130668168,-0.35449231590999264,7,30.9,7.707207517049489
AV0904,avellaneda,25.415468653874957,0.004294475338140335,19.81402034743246,240,200.0,3,0.6,5.519358725220827,2.9762378257516366,0.46637389446113053,-0.3966444484253407,2.70944283434455,0.18281177114914132,-0.36729397560975485,7,25.7,7.704707926335884
AV3076,avellaneda,13.488444391681682,0.004533359961566915,12.435820191867647,120,150.0,5,0.6,11.95936056522383,3.2537527751031283,0.5026743569454011,-0.4606320749437691,2.509118961757543,0.1846668171348974,-0.33737006293364175,7,49.7,7.699760506916607
AV0300,avellaneda,31.718935998759424,0.0018901834311311986,33.51263948990712,120,75.0,10,0.5,6.434071458684841,3.783916711911467,0.5596904141374889,-0.3973826375943099,2.1593668239165638,0.15288564358466283,-0.3609142195242748,7,63.6,7.697466082651211
AV0745,avellaneda,32.04218247989935,0.0006260909191721495,26.831562696601086,30,100.0,10,0.5,5.944223350767863,3.403837558481056,0.5135529741904374,-0.44035784049314314,2.40436975731639,0.16862555078617517,-0.36267043913407176,7,100.0,7.694847476051543
