alpha_id,strategy,n_grid,grid_step,tp_steps,recenter_bars,recenter_threshold,leverage,target_pct,is_sharpe_mean,is_pnl_pct_mean,is_max_dd_worst,oos_sharpe_mean,oos_pnl_pct_mean,oos_max_dd_worst,n_sym_profit_oos,avg_fills,score
GR0656,grid,4,0.011913826699513044,1,60,0.04984469590246549,3,0.5,2.5815762241922346,6.441200570112589,-7.151056214565142,1.963299709842913,1.7532313974398204,-5.794638345276999,7,105.8,7.050537947765548
GR2400,grid,4,0.01043241809956708,1,120,0.02294665849711222,1,0.5,2.0471443449464726,1.7737489934527546,-1.9757392158511904,2.1117633004879472,0.3505476854556727,-2.3782803212647012,7,120.5,7.049783784264091
GR1528,grid,2,0.009177084115880745,2,60,0.035943124104908734,1,0.5,1.8708212363862906,2.6550270739055,-4.674770044651068,2.3141958510679683,0.6505381906286929,-3.4152643631456523,7,66.1,7.04976169735803
GR2022,grid,6,0.0035183773108910413,2,120,0.06046630423056962,1,0.5,1.8976621571907333,2.754468386004033,-4.283782855275586,2.273823353029533,0.5898063148526489,-3.1711313907211656,7,482.8,7.049435777765452
GR3581,grid,3,0.011167900212689591,1,60,0.07564963679700669,1,0.5,2.4471292639766427,2.7476080822451587,-3.690918416399127,1.805654162047908,0.7064199958528298,-2.600643489908907,7,114.9,7.047158142388244
GR1844,grid,8,0.01105950350198476,1,10,0.024203100034398725,3,0.5,1.1577040758064134,1.2155688766535242,-3.0853330805512087,2.6734666004989944,0.7246650994015345,-2.6874839552329286,7,63.4,7.047095363604619
GR1968,grid,8,0.003447774958345795,2,480,0.06338382477250795,1,0.5,2.0173112196944447,3.7235205617415814,-4.352985612158936,2.01282592066757,1.233671944630194,-2.719033393229238,7,690.9,7.046516782185402
GR1458,grid,5,0.00568579431908367,1,120,0.042972415886551284,1,0.5,2.4225953295159117,3.5634757107838113,-3.6653367783336397,1.850948528762022,0.6623953654205506,-2.8196053969800596,7,458.0,7.043520742212524
GR1928,grid,6,0.0031985366323449486,2,240,0.04552996565588684,1,0.5,2.1267112397186785,3.7966192197286,-4.517680956637196,2.081796956488998,0.6790043354064055,-3.112599111561685,7,614.1,7.042386402474465
GR3909,grid,5,0.010594390030542949,2,480,0.07477749535544352,2,0.5,2.7607658527263164,7.809277322537487,-6.377067599204548,2.0286820840611357,1.3643358573985953,-6.833410406695002,7,127.6,7.040278937835594
GR3161,grid,5,0.0031838361041058067,1,240,0.0480784441596208,1,0.5,2.163631638077979,3.7905062652089816,-4.909587434736404,2.0617702520506898,0.802902651258566,-3.356758976100919,7,978.5,7.039712778380835
GR3716,grid,4,0.0050394244271741205,1,480,0.07849211972532102,1,0.5,2.0048153657307966,3.7946088943347123,-4.881023799191643,2.0812278831048348,1.1429014820824852,-3.1748383495580312,7,489.3,7.038938974709532
GR2052,grid,5,0.005548794664720989,2,240,0.04233703528446775,1,0.5,2.268452983388527,3.958846378331976,-5.212528998550551,1.9800166706443147,0.5836699864509592,-3.0061239114032285,7,279.7,7.0378695610383835
GR0397,grid,2,0.009141815403508006,1,240,0.040093112810919776,1,0.5,2.3840792082147315,4.738187004559778,-5.840271087700512,2.0363487383132033,0.7656485388841064,-4.270507370857303,7,157.3,7.036602135564651
GR3589,grid,8,0.005633827107090462,1,240,0.037335287681092906,2,0.5,2.569835742262542,5.994377413850464,-5.7736527327167275,1.8025456133527527,1.3918970170171943,-4.330121126529048,7,590.4,7.033640742457134
GR3281,grid,5,0.003997633245142603,1,30,0.0366624592564604,1,0.5,1.7075862964602713,2.112776580016649,-3.6120122369478667,2.342158382640619,0.8219354611391264,-3.3415725648295846,7,559.2,7.031507644127715
GR2653,grid,5,0.008090670303095598,1,120,0.04273559523696915,1,0.5,2.4914803762150433,2.987347672119118,-3.4010208711540146,1.6620539421974354,0.6628680366338775,-1.9571931739102184,7,255.1,7.030966239349457
GR2450,grid,2,0.01166588617073841,1,30,0.04100865703563598,2,0.5,2.2613769027291246,6.667450705819972,-8.561801828768202,1.8895960146619704,1.7176458603141598,-3.966761756559954,7,84.4,7.02813724084816
GR1479,grid,6,0.008813376428091685,2,480,0.025092128038848718,1,0.5,2.4934163269811327,1.7602706315896175,-2.165347794898662,1.6536372108950363,0.3285219947614569,-1.5167384343265622,7,106.0,7.02743909651843
GR2368,grid,8,0.006507575351334064,1,10,0.0637379413831301,3,0.5,2.017500003975757,2.8153006881577856,-4.7613672586752545,2.022560873944312,0.8939607816812079,-2.6934979633738476,7,196.2,7.025309379199734
GR3447,grid,2,0.010196175282571024,1,240,0.06694183884917457,2,0.5,1.7042047546133194,6.96768853688407,-11.138019061355772,2.617990738599121,1.9382394640270069,-6.987688330749952,7,120.0,7.0251551160307635
GR1325,grid,3,0.004398476842237248,1,60,0.04754230955847731,1,0.5,2.020981199174253,2.8553349710730127,-4.719469946048194,1.95396414895083,0.8761414586007797,-2.220346340317574,7,406.3,7.022448763049158
GR0149,grid,5,0.002060904941238863,2,480,0.025031981265702996,1,0.5,1.8222375157899584,3.7476414846568935,-5.124031623394421,2.338433818470837,0.9820674441000555,-4.290195875288882,7,859.9,7.020120116059536
GR3533,grid,8,0.008891571413762149,1,30,0.039025473822920834,1,0.5,2.586762372908823,1.1035599104287304,-1.3393824116893847,1.5214553101683248,0.18261488095804818,-0.963502709814311,7,143.3,7.017482629336179
GR1764,grid,3,0.003614654097316422,1,30,0.05607774357287638,1,0.5,1.705735312668508,2.478486489247111,-4.440974284549957,2.246345063871179,0.6876526477818333,-2.691880679325641,7,490.6,7.0160752436055915
GR3399,grid,5,0.0056533026316199055,1,120,0.024906241956395896,2,0.5,2.646316213540289,6.560191393809582,-6.037140281140291,1.7885429261670631,1.4983717116626214,-5.058944229322606,7,444.6,7.015072264010919
GR3989,grid,6,0.007217328324152633,1,30,0.031031607990474795,2,0.5,2.0000119806358074,2.7568880717795476,-3.893441780382309,2.074816701143066,0.8566850436930254,-3.194001258012577,7,199.2,7.01056583771981
GR0435,grid,5,0.005258634809318959,1,120,0.04288647511404604,1,0.5,2.1584964320108284,3.191698113685846,-4.017860947117824,1.971981374724678,0.7236682704124523,-3.082297720007082,7,487.3,7.007896146661926
